1,0
2,1
3,2
4,3
5,4
6,5
8,6
9,7
10,8
11,9
12,10
13,11
14,12
15,13
16,14
17,15
19,16
20,17
21,18
22,19
23,20
24,21
26,22
27,23
28,24
29,25
30,26
31,27
32,28
33,29
34,30
35,31
36,32
37,33
38,34
39,35
40,36
41,37
42,38
43,39
45,40
46,41
47,42
48,43
50,44
51,45
52,46
54,47
55,48
56,49
57,50
59,51
61,52
62,53
63,54
64,55
65,56
66,57
67,58
69,59
70,60
71,61
72,62
73,63
74,64
75,65
77,66
78,67
79,68
80,69
81,70
82,71
83,72
84,73
85,74
86,75
87,76
88,77
90,78
91,79
93,80
94,81
95,82
96,83
97,84
98,85
99,86
100,87
101,88
102,89
103,90
105,91
106,92
107,93
108,94
109,95
110,96
112,97
113,98
114,99
116,100
117,101
118,102
119,103
121,104
122,105
124,106
125,107
126,108
127,109
128,110
129,111
131,112
132,113
133,114
134,115
135,116
136,117
137,118
138,119
139,120
141,121
142,122
144,123
145,124
147,125
148,126
149,127
151,128
152,129
153,130
154,131
156,132
157,133
159,134
160,135
161,136
162,137
163,138
164,139
166,140
167,141
168,142
169,143
171,144
172,145
173,146
174,147
176,148
177,149
179,150
180,151
182,152
183,153
184,154
185,155
186,156
187,157
189,158
190,159
191,160
192,161
193,162
195,163
196,164
197,165
199,166
200,167
201,168
203,169
204,170
205,171
206,172
208,173
210,174
211,175
212,176
213,177
214,178
215,179
217,180
219,181
220,182
221,183
223,184
225,185
226,186
227,187
229,188
230,189
232,190
233,191
234,192
235,193
236,194
238,195
239,196
241,197
242,198
243,199
245,200
246,201
247,202
248,203
249,204
250,205
251,206
252,207
254,208
255,209
256,210
257,211
259,212
260,213
261,214
262,215
263,216
264,217
265,218
266,219
268,220
269,221
270,222
271,223
273,224
274,225
275,226
276,227
277,228
279,229
280,230
282,231
283,232
284,233
285,234
286,235
287,236
289,237
290,238
292,239
293,240
294,241
297,242
298,243
299,244
301,245
303,246
305,247
306,248
307,249
309,250
310,251
311,252
312,253
314,254
315,255
316,256
318,257
319,258
321,259
323,260
324,261
325,262
326,263
327,264
328,265
329,266
331,267
332,268
333,269
334,270
335,271
337,272
338,273
340,274
341,275
343,276
344,277
345,278
346,279
347,280
348,281
350,282
351,283
352,284
353,285
355,286
356,287
357,288
358,289
360,290
361,291
362,292
363,293
365,294
367,295
369,296
371,297
372,298
374,299
376,300
377,301
378,302
379,303
380,304
381,305
382,306
383,307
384,308
385,309
387,310
388,311
389,312
390,313
391,314
393,315
394,316
395,317
397,318
398,319
399,320
400,321
402,322
403,323
404,324
405,325
407,326
408,327
409,328
410,329
411,330
412,331
413,332
414,333
415,334
417,335
418,336
419,337
420,338
422,339
425,340
426,341
427,342
428,343
429,344
430,345
431,346
432,347
433,348
434,349
435,350
436,351
437,352
438,353
439,354
441,355
442,356
443,357
444,358
446,359
447,360
448,361
449,362
450,363
451,364
452,365
453,366
456,367
457,368
458,369
459,370
460,371
461,372
462,373
464,374
465,375
466,376
467,377
469,378
470,379
471,380
472,381
473,382
474,383
476,384
477,385
478,386
479,387
480,388
481,389
483,390
484,391
485,392
487,393
488,394
490,395
491,396
492,397
493,398
494,399
495,400
496,401
497,402
498,403
500,404
501,405
502,406
503,407
504,408
505,409
506,410
508,411
509,412
511,413
512,414
513,415
514,416
516,417
517,418
518,419
519,420
